filename	tod	date	plate	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	mc4r_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	filename9	filename10	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_E11	7.5	211117	2	4	8			0	1		NT951	k5	6378	9398.1845	257	0	.01577001	.98422998	5	3	2	4340.703	1219168.1	0	0	1.777e+09	8677.5541	18242.309	4225.0615	1637061.8	0	0	1.825e+09	8912.2214	16701.741	4386.0227	1234540.4	0	0	1.798e+09	8778.1073	18265.801	4234.522	1628029.8	0	0	1.789e+09	8737.3907	16442.547	11/30/2021 9:29	4340.703	1219168.1	1637061.8		ABs	CD15	mc4r	W	E11	1	0	0	1	1	8	292.32911	43924.226	53965.537	648.91667	97.222222	2584.6399	1.3529978	1.3529978	1.555957	.83910846	1.6181336	.78991491	.5785188	.501678
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_E12	7.5	211117	2	4	7	.93639235	.06360765	0	1	0	NT959	k5	6176	8150.8179	241	0	.01172038	.98827958	5	2	2	4337.0498	1216087.6	0	0	1.720e+09	8398.7002	17726.847	4321.9874	1626444.7	0	0	1.781e+09	8696.7663	16375.35	4342.797	1229695.4	0	0	1.726e+09	8426.917	17714.111	4283.4279	1612298.6	0	0	1.752e+09	8556.7479	16202.999	11/30/2021 9:29	4337.0498	1216087.6	1626444.7	1	ABs	CD15	mc4r	W	E12	1	0	0	1	1	8	288.6759	42327.451	45371.26	446.91667	81.222222	1337.2734	1.3101626	1.3101626	1.499273	.81426535	1.555957	.6308035	.39158586	.32082321
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_F08	7.5	211117	2	4	9	0	1	.93235092	.06764908	1	NT928	k5	5127	7420.5069	258	0	.04255622	.95744377	5	2	2	3705.0731	911123.66	0	0	1.192e+09	5819.5756	14852.254	3659.5133	1243692	0	0	1.257e+09	6139.0428	13719.65	3905.438	937621.46	0	0	1.218e+09	5949.0093	14903.168	3648.9843	1238787.2	0	0	1.251e+09	6108.9857	13669.804	11/30/2021 9:29	3705.0731	911123.66	1243692	4	ABs	CD15	mc4r	W	F08	1	0	0	1	1	8	-343.30078	-5973.5074	12545.129	-602.08333	98.222222	606.9624	-1.3984705	-1.3984705	-1.3101626	-.00882627	-1.1250605	.2224756	-.32082321	-.409573
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_F10	7.5	211117	2	4	7	.04951541	.95048459	.9693778	.0306222	1	NT944	k5	6050	7173.2174	154	0	.00553109	.99446893	5	2	2	4167.1193	1077049	0	0	1.362e+09	6650.1697	15390.942	4038.2525	1449005.1	0	0	1.469e+09	7171.8352	14857.151	4278.4957	1094754	0	0	1.377e+09	6722.8758	15455.945	4091.5607	1439913.3	0	0	1.450e+09	7081.8207	14717.273	11/30/2021 9:29	4167.1193	1077049	1449005.1	4	ABs	CD15	mc4r	W	F10	1	0	0	1	1	8	118.74546	-27697.842	-37977.544	320.91667	-5.7777778	359.67286	.6308035	.6308035	.2224756	-.38912579	.15061213	-.48629142	.30339428	.23453517
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_F11	7.5	211117	2	4	9	0	1	.91756317	.08243683	1	NT952	k5	5944	4660.4316	66	0	.05431264	.94568735	5	1	2	4036.5636	1057519.5	0	0	1.483e+09	7242.1793	16646.851	3955.7363	1430372.9	0	0	1.565e+09	7640.7936	15584.597	4059.4373	1065295.4	0	0	1.486e+09	7256.8592	16625.519	3917.4729	1439016.1	0	0	1.591e+09	7769.4852	15722.888	11/30/2021 9:29	4036.5636	1057519.5	1430372.9	4	ABs	CD15	mc4r	W	F11	1	0	0	1	1	8	-11.810242	5794.9847	15679.168	214.91667	-93.777778	-2153.1129	-.18642349	-.18642349	.06182245	.18642349	.00882627	.25881932	.20053831	.11646406
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_F12	7.5	211117	2	4	8	0	1	1	0	1	NT960	k5	4725	7002.6891	204	0	.00888789	.99111205	5	2	2	4036.8859	1024502	0	0	1.421e+09	6937.2825	16294.466	3932.8868	1391134.6	0	0	1.479e+09	7224.0429	14949.483	4083.4391	1040203.2	0	0	1.437e+09	7015.6576	16333.476	3922.4702	1394903	0	0	1.499e+09	7317.8351	15083.547	11/30/2021 9:29	4036.8859	1024502	1391134.6	4	ABs	CD15	mc4r	W	F12	1	0	0	1	1	8	-11.48796	-27353.481	-23737.562	-1004.0833	44.222222	189.14461	-.1684908	-.1684908	-.3325995	-.37015419	-.2224756	-.3325995	-.63845305	-.7659457
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_G08	7.5	211117	2	4	7	1	0	0	1	0	NT929	k5	5834	8188.3804	172	0	.01654306	.98345691	5	2	2	3972.8163	1042865	0	0	1.414e+09	6904.6704	16215.176	3927.3089	1443382.6	0	0	1.468e+09	7166.9418	14937.684	4065.9448	1069990.8	0	0	1.438e+09	7019.6594	16251.951	3927.4193	1441169.4	0	0	1.465e+09	7154.6613	14866.51	11/30/2021 9:29	3972.8163	1042865	1443382.6	1	ABs	CD15	mc4r	W	G08	1	0	0	1	1	8	-75.55752	17029.959	63985.787	104.91667	12.222222	1374.8359	-.52642702	-.52642702	-.11499296	.37015419	.09724075	.91697655	.09976638	.03320648
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_G09	7.5	211117	2	4	9	1	0	0	1	0	NT937	k5	7162	7428.7777	137	0	.0079521	.99204785	5	2	2	4142.1007	1054229.7	0	0	1.409e+09	6878.3075	15968.005	3736.7573	1385990.6	0	0	1.468e+09	7166.7028	15032.864	4140.7683	1075463.9	0	0	1.421e+09	6938.0258	15978.95	3781.3786	1398581.5	0	0	1.480e+09	7228.1655	15122.032	11/30/2021 9:29	4142.1007	1054229.7	1385990.6	1	ABs	CD15	mc4r	W	G09	1	0	0	1	1	8	93.726852	-40356.313	-87139.224	1432.9167	-22.777778	615.23313	.44692449	.44692449	-.00882627	-.60940878	-.24060773	-1.0609065	1.1624983	1.0995616
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_G10	7.5	211117	2	4	8	0	1	.96185788	.03814212	1	NT945	k5	5404	11323.039	384	0	.00585309	.99414694	5	3	3	4059.2863	1032756.3	0	0	1.348e+09	6580.4755	15550.248	3988.0726	1442276	0	0	1.454e+09	7098.7642	14612.708	4131.1692	1040980.8	0	0	1.360e+09	6639.6746	15631.566	3988.5338	1437221.7	0	0	1.444e+09	7049.5671	14524.536	11/30/2021 9:29	4059.2863	1032756.3	1442276	4	ABs	CD15	mc4r	W	G10	1	0	0	1	1	8	10.912431	-28196.498	15000.661	-325.08333	224.22222	4509.4948	.00882627	.00882627	-.27711717	-.40823849	.07066802	.24060773	-.16677172	-.20053831
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_H08	7.5	211117	2	4	8	.06772066	.93227934	.92055234	.07944766	1	NT930	k5	6215	5835.5184	77	0	.03205694	.96794307	5	1	2	3945.1526	942675.78	0	0	1.463e+09	7141.9374	17423.198	3818.4565	1333473.5	0	0	1.508e+09	7361.0643	15566.531	4016.58	970339.97	0	0	1.521e+09	7427.4166	17743.848	3817.3285	1328867.8	0	0	1.494e+09	7292.8182	15416.237	11/30/2021 9:29	3945.1526	942675.78	1333473.5	4	ABs	CD15	mc4r	W	H08	1	0	0	1	1	8	-103.22125	-71924.254	-30605.819	485.91667	-82.777778	-978.02618	-.81426535	-.81426535	-1.0304114	-1.3529978	-.54681325	-.44692449	.44595585	.39158586
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_H09	7.5	211117	2	4	7	0	1	.92209784	.07790216	1	NT938	k5	5888	5550.2708	122	0	.01160834	.98839158	5	1	2	3994.9172	1024890.7	0	0	1.362e+09	6652.6848	15791.233	3812.6013	1395680.5	0	0	1.438e+09	7019.9844	14809.277	4033.1725	1063381.3	0	0	1.400e+09	6833.8083	15856.8	3850.6563	1402080.7	0	0	1.446e+09	7061.2389	14786.96	11/30/2021 9:29	3994.9172	1024890.7	1395680.5	4	ABs	CD15	mc4r	W	H09	1	0	0	1	1	8	-53.456662	-9920.0482	4046.4779	158.91667	-37.777778	-1263.2738	-.46651758	-.46651758	-.31399988	-.07951913	-.15061213	.06182245	.13319428	.08309647
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_H10	7.5	211117	2	4	9	1	0	0	1	0	NT946	k5	2610	891.94261	0	1	.99996769	.00003227	5	1	1	3604.3212	838329.47	0	0	1.058e+09	5165.3263	13735.748	3577.8333	1102081.3	0	0	1.079e+09	5266.9117	12617.526	3577.0684	830942.38	0	0	1.048e+09	5117.5811	13702.297	3572.3832	1105460.8	0	0	1.083e+09	5286.1911	12636.667	11/30/2021 9:29	3604.3212	838329.47	1102081.3	1	ABs	CD15	mc4r	W	H10	1	0	0	1	1	8	-444.0527	-37849.581	-73279.077	-3119.0833	-159.77778	-5921.6019	-1.555957	-1.555957	-2.3057115	-.58828945	-2.3057115	-.89042181	-2.3288399	-2.3288399
ABs_CD15_08dpf_vast01_plate02_mc4r_211117_1530_W_H12	7.5	211117	2	4	7	.01977401	.98022599	.95756694	.04243306	1	NT962	k5	6641	5608.1684	115	0	.00997447	.99002552	5	1	2	4265.9755	1076420.9	0	0	1.553e+09	7585.4407	17252.404	4207.8718	1471196.3	0	0	1.619e+09	7907.1167	15714.192	4240.8525	1085572.5	0	0	1.556e+09	7597.1585	17200.019	4196.9405	1475383.3	0	0	1.631e+09	7963.8368	15775.436	11/30/2021 9:29	4265.9755	1076420.9	1471196.3	4	ABs	CD15	mc4r	W	H12	1	0	0	1	1	8	217.60169	-68474.114	-70523.241	911.91667	-44.777778	-1205.3761	1.1250605	1.1250605	.20441633	-1.269605	.29550827	-.81426535	.78839862	.72215583
