filename	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	irs2_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tod	n	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	date	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_A06	15	32	.24617997	.75382003	1	0	0	AW122	k1	4902	18387.276	594	0	.00006544	.99993455	5	87	3	4	4	3994.7188	990317.99	0	0	1.578e+09	7706.1224	18234.861	3976.8681	1344449.5	0	0	1.545e+09	7544.5361	15828.937	3937.5342	993906.86	0	0	1.587e+09	7749.6106	18258.791	3962.1273	1354318.8	0	0	1.567e+09	7650.5964	15947.106	11/30/2021 11:27	3994.7188	990317.99	1344449.5	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	45.124276	-28105.371	-3030.5324	-354.51282	260.71847	7483.7382	.40791874	.41929575	.09413741	-.51245396	.28584087	-.26414698	-.1925285	-.29107708
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_B01	15	30	.92152035	.07847965	0	1	1	AW084	k1	7653	15939.588	522	0	.00002104	.9999789	5	88	3	4	4																																	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8				2396.4872	171.17975	4719.1599							1.7281046	1.8203725
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_B02	15	30	.04875584	.95124416	1	0	0	AW091	k1	3708	10530.224	340	0	.0114589	.98854113	5	89	3	2	3	3594.1713	864139.4	0	0	1.202e+09	5867.8837	15352.366	3682.0936	1153970.3	0	0	1.199e+09	5853.5312	13734.903	3604.9683	874995.73	0	0	1.208e+09	5896.4367	15321.744	3681.9352	1158934.9	0	0	1.211e+09	5913.8098	13803.59	11/30/2021 11:27	3594.1713	864139.4	1153970.3	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-355.61717	17076.948	46308.97	-1548.5128	-10.820253	-690.20487	-2.0368341	-2.0368341	-1.4696127	.35178434	-1.3056645	.41929575	-1.0413569	-1.0748481
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_B03	15	30	.1268151	.8731849	1	0	0	AW099	k1	4638	8898.9545	303	0	.00197018	.99802977	5	90	3	2	2	3751.8853	943004.76	0	0	1.328e+09	6485.1045	16102.718	3823.7866	1283648.1	0	0	1.351e+09	6596.8089	14601.533	3773.8338	964388.43	0	0	1.344e+09	6562.5433	16124.877	3823.5363	1288642.6	0	0	1.356e+09	6623.0722	14591.749	11/30/2021 11:27	3751.8853	943004.76	1283648.1	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-197.90316	28469.612	81559.05	-618.51282	-47.820253	-2321.474	-.82683016	-.82683016	-.35178434	.51245396	-.05224518	1.0544725	-.31109922	-.47668312
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_B04	15	30	.94336634	.05663366	0	1	1	AW107	k1	7070	15247.516	518	0	.00103843	.99896157	5	91	3	4	4	4190.351	1165694	0	0	1.668e+09	8142.1649	17656.367	4147.5665	1540999.8	0	0	1.723e+09	8413.3427	16507.794	4247.1349	1176819.5	0	0	1.670e+09	8154.7605	17635.772	4121.2356	1544469	0	0	1.747e+09	8528.419	16622.997	11/30/2021 11:27	4190.351	1165694	1540999.8	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	240.56244	63575.897	76389.485	1813.4872	167.17975	4027.0875	1.0544725	1.0544725	1.3056645	1.2133396	1.2581616	.85659877	1.2643432	1.3545138
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_B05	15	30	.12320917	.87679083	1	0	0	AW115	k1	4699	11586.929	408	0	.00272223	.9972778	5	92	3	3	3	3784.0312	965794.07	0	0	1.371e+09	6693.491	16269.15	3857.0199	1282810.7	0	0	1.384e+09	6759.2892	14720.395	3844.6829	976381.23	0	0	1.385e+09	6761.6325	16297.618	3852.2366	1297046.5	0	0	1.413e+09	6898.4572	14870.859	11/30/2021 11:27	3784.0312	965794.07	1282810.7	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-165.7573	37506.381	61475.049	-557.51282	57.179747	366.50013	-.68766039	-.68766039	-.07317524	.63565701	-.07317524	.74159404	-.29107708	-.41329661
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_C01	15	31	0	1	1	0	0	AW085	k1	4788	11831.526	373	0	.00130994	.99869007	5	93	3	3	3	3659.2844	877418.21	0	0	1.248e+09	6094.2958	15684.872	3637.7712	1204752.8	0	0	1.328e+09	6484.0162	14778.932	3680.6678	885881.96	0	0	1.254e+09	6122.1416	15707.453	3627.2698	1215100.7	0	0	1.348e+09	6581.1665	14860.671	11/30/2021 11:27	3659.2844	877418.21	1204752.8	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-290.49687	2499.2867	58106.468	-468.51282	26.379734	608.29196	-1.6057296	-1.6057296	-1.3563117	.01044447	-.61029461	.63565701	-.25137174	-.37195861
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_C02	15	31	.18419728	.81580272	1	0	0	AW092	k1	4582	11287.487	372	0	.00113316	.99886692	5	94	3	3	3	3849.293	913037.72	0	0	1.361e+09	6643.4298	16750.219	3861.1854	1239415.3	0	0	1.366e+09	6670.8822	15030.938	4020.6286	936425.17	0	0	1.395e+09	6810.5407	16856.479	3867.2764	1250361.3	0	0	1.383e+09	6755.321	15081.701	11/30/2021 11:27	3849.293	913037.72	1239415.3	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-100.48827	-43170.068	-20994.362	-674.51282	25.379734	64.252843	-.32964705	-.32964705	-.71436744	-.71436744	-.41929575	-.44221541	-.37195861	-.52001455
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_C03	15	31	.05317788	.94682212	1	0	0	AW100	k1	5676	12246.073	386	0	.00018512	.99981493	5	95	3	3	3	4110.3068	1038498.5	0	0	1.474e+09	7197.6203	16820.506	3879.2099	1355963.7	0	0	1.488e+09	7265.5327	15534.398	4137.8494	1051179.2	0	0	1.472e+09	7189.1249	16734.963	3874.6895	1360838.6	0	0	1.508e+09	7361.5138	15622.336	11/30/2021 11:27	4110.3068	1038498.5	1355963.7	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	160.52552	-29375.318	-60721.933	419.48718	39.379734	1022.8393	.79777685	.79777685	.51245396	-.56070303	.41929575	-.74159404	.27117097	.21205892
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_C05	15	31	.93834395	.06165605	0	1	1	AW116	k1	6874	8172.124	135	0	.00019524	.99980479	5	97	3	2	2	3994.7188	1076121.8	0	0	1.588e+09	7754.428	17547.835	3978.1313	1435038.5	0	0	1.613e+09	7873.6816	16226.15	4003.577	1091105.3	0	0	1.583e+09	7730.3711	17432.745	3973.7008	1439315.2	0	0	1.641e+09	8014.1731	16382.532	11/30/2021 11:27	3994.7188	1076121.8	1435038.5	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	44.937499	57698.462	87558.457	1617.4872	-211.62027	-3051.1101	.40791874	.39659429	.91854553	1.0916204	.85659877	1.2133396	1.1095904	1.1834238
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_D01	15	32	0	1	.80064655	.19935345		AW086	k1	2950	1228.5462	0	1	.82973486	.17026515	5	98	3	1	1	3732.3968	892581.18	0	0	1.195e+09	5832.7876	14976.927	3807.3852	1190188	0	0	1.266e+09	6182.602	14183.821	3942.4188	907803.96	0	0	1.225e+09	5979.2868	15149.256	3807.8212	1190307.6	0	0	1.291e+09	6301.436	14390.089	11/30/2021 11:27	3732.3968	892581.18	1190188		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-217.19769	-13616.459	-232.73032	-2306.5128	-333.28153	-9674.9914	-1.0187254	-1.0187254	-1.0544725	-.28584087	-.85659877	-.19976207	-1.6485657	-1.7281046
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_D02	15	32	.15013235	.84986765	.98170075	.01829925	0	AW093	k1	3308	4737.7865	137	1	.74395019	.25604981	5	99	3	1	2	3963.0028	860281.37	0	0	1.285e+09	6276.6133	16297.123	3774.7212	1119696.7	0	0	1.249e+09	6097.0662	14190.428	3903.9138	867100.22	0	0	1.292e+09	6309.5778	16265.747	3782.2327	1129655.8	0	0	1.262e+09	6163.8393	14318.702	11/30/2021 11:27	3963.0028	860281.37	1119696.7	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	13.408278	-144573.36	-208794.11	-1948.5128	-196.28153	-6165.7511	.28584087	.28584087	-1.6866708	-2.6382573	-1.4696127	-2.2414027	-1.4572834	-1.4572834
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_D03	15	32	.87268948	.12731052	0	1		AW101	k1	3655	1507.907	17	0	.07566588	.92433405	5	100	3	1	1	3750.1791	861836.55	0	0	1.165e+09	5686.8225	14781.478	3753.3199	1181544.8	0	0	1.236e+09	6034.3783	13817.76	3734.0511	866741.33	0	0	1.160e+09	5662.4157	14754.479	3747.3869	1183997.2	0	0	1.229e+09	6001.9629	13709.155	11/30/2021 11:27	3750.1791	861836.55	1181544.8		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-199.41541	-51968.644	-19522.651	-1601.5128	-316.28153	-9395.6307	-.85659877	-.85659877	-1.5341205	-.9508773	-.98423496	-.39659429	-1.1095904	-1.1457264
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_D04	15	32	.87972665	.12027335	0	1		AW109	k1	2748	6068.0125	147	0	.00331157	.99668843	5	101	3	1	2	3474.0813	954578.86	0	0	1.293e+09	6315.3614	15553.835	3374.2897	1109348.8	0	0	1.293e+09	6315.6751	14846.501	3474.3783	974526.98	0	0	1.300e+09	6346.31	15502.168	3369.2871	1102380.4	0	0	1.293e+09	6314.9455	14897.307	11/30/2021 11:27	3474.0813	954578.86	1109348.8		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-475.51325	158892.94	73588.566	-2508.5128	-186.28153	-4835.5251	-2.6382573	-2.6382573	-.17849616	2.2414027	-1.5341205	.82683016	-1.8203725	-1.9313878
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_D05	15	32	.97445972	.02554028	0	1	1	AW117	k1	4916	15294.145	553	0	.00009819	.99990177	5	102	3	4	4	4003.308	1012269.9	0	0	1.513e+09	7385.8994	17346.253	3981.9861	1364427.5	0	0	1.560e+09	7618.9592	15931.376	4000.8009	1018191.5	0	0	1.510e+09	7370.6654	17262.524	3972.8577	1372382.8	0	0	1.568e+09	7658.671	15941.222	11/30/2021 11:27	4003.308	1012269.9	1364427.5	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	53.713507	-9828.083	11804.889	-340.51282	219.71847	4390.607	.48877641	.48877641	.35178434	-.19976207	.46536979	.01044447	-.17307125	-.23167057
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_E01	15	29	.11742728	.88257272	.95160413	.04839587	0	AW087	k1	767	1215.8961	39	0	.00253121	.99746883	5	103	3	1	1	3987.3526	923953.86	0	0	1.245e+09	6080.4489	15296.336	3822.9731	1174097.9	0	0	1.258e+09	6141.7435	14287.801	3950.6183	923864.14	0	0	1.244e+09	6074.2208	15271.051	3817.2502	1216416.6	0	0	1.259e+09	6149.4221	13989.306	11/30/2021 11:27	3987.3526	923953.86	1174097.9	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	37.340525	-91318.119	-168971.75	-4489.5128	-297.64217	-9729.7851	.35178434	.35178434	-.56070303	-1.3563117	-1.0916204	-2.0368341	-2.6678608	-2.6678608
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_E02	15	29	.22237399	.77762601	1	0	0	AW094	k1	5741	8678.7372	236	0	.00115308	.99884689	5	104	3	2	2																																	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8				484.48718	-100.64217	-2266.9441							.31109922	.29107708
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_E03	15	29	.89633545	.10366455	0	1		AW102	k1	9159	12119.137	274	0	.00134702	.99865294	5	105	3	3	3	4408.7928	1287715.5	0	0	1.915e+09	9348.2701	19007.763	4340.4722	1688741.5	0	0	1.935e+09	9450.1394	17495.767	4446.309	1285233.2	0	0	1.923e+09	9388.1811	19050.841	4383.3387	1687006.8	0	0	1.926e+09	9404.9865	17480.513	11/30/2021 11:27	4408.7928	1287715.5	1688741.5		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	458.78076	92144.293	93344.11	3902.4872	-62.642171	1173.4557	1.6057296	1.6057296	2.0368341	1.6866708	1.8931845	1.3056645	2.6678608	2.6678608
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_E04	15	29	.92848948	.07151052	0	1	1	AW110	k1	6658	10050.569	296	0	.00164381	.99835616	5	106	3	2	3	4150.3633	1053332.5	0	0	1.501e+09	7329.6948	16913.248	3938.2443	1352464.6	0	0	1.530e+09	7468.2864	15874.391	4153.6155	1058955.1	0	0	1.467e+09	7164.9721	16621.982	3934.6013	1345197.1	0	0	1.526e+09	7448.8501	15818.094	11/30/2021 11:27	4150.3633	1053332.5	1352464.6	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	200.35126	-31678.176	-88203.993	1401.4872	-40.642171	-895.11266	.91854553	.91854553	.63565701	-.58531886	.35178434	-.98423496	.94724991	.97765644
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_E05	15	31	1	0				AW118	k1	6298	8792.0559	247	0	.00128454	.99871552	5	107	3	2	2	4006.2653	994744.26	0	0	1.469e+09	7174.1424	17001.058	3899.9703	1334490.4	0	0	1.518e+09	7410.9736	15813.522	3975.9655	991604	0	0	1.441e+09	7034.6344	16800.199	3906.5406	1333802.5	0	0	1.528e+09	7460.543	15861.565	11/30/2021 11:27	4006.2653	994744.26	1334490.4		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	56.484007	-28618.89	-19902.846	1041.4872	-99.620266	-2431.1782	.51245396	.51245396	.19976207	-.53642238	.2425767	-.41929575	.65658098	.68050745
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_F01	15	30	.91267842	.08732158	.22205207	.77794793	1	AW088	k1	5380	13087.161	405	0	.00025705	.99974293	5	108	3	4	3	3948.9715	1015679.3	0	0	1.455e+09	7102.8146	16787.912	3888.4697	1377586.7	0	0	1.499e+09	7317.4043	15581.953	4044.7054	1034760.1	0	0	1.486e+09	7257.8578	16927.866	3910.619	1392839.4	0	0	1.524e+09	7443.2122	15686.759	11/30/2021 11:27	3948.9715	1015679.3	1377586.7	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-.81705156	16827.436	57496.849	123.48718	54.179747	1866.7323	.26414698	.26414698	.37409541	.32964705	.53642238	.58531886	.05743526	.11506078
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_F02	15	30	.90553018	.09446982	0	1	1	AW095	k1	7540	15680.454	575	0	.0001291	.9998709	5	109	3	4	4	4469.4445	1237321.8	0	0	1.810e+09	8839.9647	18347.404	4256.5463	1659492.2	0	0	1.825e+09	8910.0013	16782.841	4431.7969	1238428.3	0	0	1.794e+09	8761.3966	18262.93	4254.2974	1669899.9	0	0	1.853e+09	9047.0837	16877.244	11/30/2021 11:27	4469.4445	1237321.8	1659492.2	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	519.65595	15802.831	27781.064	2283.4872	224.17975	4460.0249	1.7804643	1.7804643	1.6057296	.26414698	1.7804643	.19976207	1.578269	1.7281046
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_F03	15	30	.02986162	.97013838	1	0	0	AW103	k1	3430	5365.9115	144	0	.00916257	.99083745	5	110	3	1	2	3905.35	882592.16	0	0	1.191e+09	5817.251	14959.445	3681.9352	1022348.6	0	0	1.148e+09	5603.8852	13887.338	3883.2053	935258.79	0	0	1.207e+09	5892.7686	14843.219	3667.4931	1054678.3	0	0	1.159e+09	5661.0486	13736.646	11/30/2021 11:27	3905.35	882592.16	1022348.6	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-44.438539	-97597.72	-271623.82	-1826.5128	-206.82025	-5854.5171	-.07317524	-.07317524	-1.3056645	-1.8931845	-2.0368341	-2.6382573	-1.3545138	-1.2643432
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_F04	15	30	.95092025	.04907975	0	1	1	AW111	k1	6313	16801.41	625	0	.00053577	.99946421	5	111	3	4	4	4096.7107	1115180.7	0	0	1.642e+09	8019.2046	17861.823	3997.039	1468534.5	0	0	1.628e+09	7950.5065	16109.549	4167.7544	1132586.7	0	0	1.664e+09	8123.3662	17938.961	4022.6364	1476639.4	0	0	1.648e+09	8047.424	16191.434	11/30/2021 11:27	4096.7107	1115180.7	1468534.5	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	146.92216	53123.472	59989.253	1056.4872	274.17975	5580.9817	.74159404	.74159404	.98423496	1.0187254	.91854553	.66143508	.68050745	.70483001
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_F05	15	30	0	1	1	0	0	AW119	k1	6643	20585.111	743	0	.00006357	.99993646	5	112	3	4	4	4318.3911	1183189.7	0	0	1.657e+09	8091.9519	17413.921	4130.9918	1558585.2	0	0	1.693e+09	8265.5523	16031.156	4222.0486	1183458.9	0	0	1.650e+09	8058.5391	17370.304	4109.4918	1559990.8	0	0	1.713e+09	8361.953	16132.624	11/30/2021 11:27	4318.3911	1183189.7	1558585.2	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	368.60257	26293.914	17313.836	1386.4872	392.17975	9364.6825	1.3563117	1.3563117	1.3563117	.48877641	1.3056645	.05224518	.91769489	.94724991
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_G01	15	31	.2862069	.7137931	1	0	0	AW089	k1	6894	12525.134	333	0	.00162368	.99837625	5	113	3	3	3	4276.8457	1068854.4	0	0	1.628e+09	7949.6599	18065.697	4124.0503	1474366.5	0	0	1.631e+09	7965.2736	16111.916	4276.9122	1082073.4	0	0	1.634e+09	7976.6652	18006.249	4112.9399	1484026.5	0	0	1.654e+09	8076.876	16221.607	11/30/2021 11:27	4276.8457	1068854.4	1474366.5	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	327.06441	-70267.609	-42030.575	1637.4872	-13.620266	1301.8995	1.2133396	1.2133396	.74159404	-1.0544725	1.0544725	-.58531886	1.1457264	1.2643432
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_G02	15	31	.06152313	.93847687	1	0	0	AW096	k1	1604	1538.0095	15	0	.01707861	.98292142	5	114	3	1	1	3687.9005	890188.6	0	0	1.390e+09	6786.1788	17116.57	3563.9345	1086230.5	0	0	1.389e+09	6784.3211	16058.931	3688.679	887138.06	0	0	1.357e+09	6625.7292	16817.211	3562.3775	1122478	0	0	1.363e+09	6656.7899	15597.074	11/30/2021 11:27	3687.9005	890188.6	1086230.5	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-261.88077	3027.2247	-77549.108	-3652.5128	-331.62027	-9685.2246	-1.4106992	-1.4106992	-1.1303392	.03133798	-1.6866708	-.88714656	-2.2750861	-2.0730466
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_G03	15	31	.05335033	.94664967	1	0	0	AW104	k1	4925	9450.5575	296	0	.00332572	.9966743	5	115	3	2	2	3664.9806	887556.76	0	0	1.258e+09	6144.8202	15746.298	3746.1935	1203795.8	0	0	1.299e+09	6343.3553	14547.657	3631.7482	890338.13	0	0	1.240e+09	6055.0896	15570.355	3735.4805	1209478.1	0	0	1.328e+09	6482.3565	14763.118	11/30/2021 11:27	3664.9806	887556.76	1203795.8	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-284.80066	10200.901	53738.959	-331.51282	-50.620266	-1772.6766	-1.5341205	-1.5341205	-1.2133396	.15731068	-.66143508	.51245396	-.15367931	-.21205892
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_G04	15	31	.94767218	.05232782	0	1	1	AW112	k1	6636	12722.583	380	0	.00002771	.99997234	5	116	3	3	3	4296.562	1125438.8	0	0	1.613e+09	7874.2581	17352.691	4048.3528	1469282.2	0	0	1.605e+09	7837.303	15956.576	4140.6564	1116048	0	0	1.572e+09	7677.7325	17143.38	4000.3822	1467966.3	0	0	1.623e+09	7923.2783	16048.99	11/30/2021 11:27	4296.562	1125438.8	1469282.2	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	346.78069	-22118.088	-58919.471	1379.4872	33.379734	1499.349	1.3056645	1.3056645	1.0187254	-.37409541	.9508773	-.68766039	.88892051	.91769489
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_G05	15	31	1	0				AW120	k1	4408	17675.987	398	0	.00106516	.99893481	5	117	3	4	4																																		ABs	CD15	irs2	210706	1	0	0	1	2	1	8				-848.51282	51.379734	6452.7533							-.52001455	-.65658098
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_H02	15	32	.0311381	.9688619	.98059579	.01940421	0	AW097	k1	3890	4901.2838	118	0	.03057751	.96942252	5	118	3	1	2	3939.5085	915998.54	0	0	1.238e+09	6045.6292	15250.175	3709.9453	1185163.6	0	0	1.214e+09	5929.0638	13721.957	3911.3951	927064.21	0	0	1.234e+09	6026.4743	15156.244	3699.8226	1192969.4	0	0	1.216e+09	5937.492	13665.08	11/30/2021 11:27	3939.5085	915998.54	1185163.6	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-10.086034	-78804.934	-129260.51	-1366.5128	-215.28153	-6002.2539	.17849616	.17849616	-.61029461	-1.2133396	-.9508773	-1.3056645	-.86086395	-.91769489
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_H03	15	32	.93871896	.06128104	0	1	1	AW105	k1	6233	12801.12	431	0	.00041812	.99958187	5	119	3	3	3	4123.5282	1149334.7	0	0	1.672e+09	8165.1162	17776.937	4103.4907	1535556.6	0	0	1.728e+09	8438.5651	16673.547	4085.8736	1152086.2	0	0	1.661e+09	8111.4927	17702.287	4088.4494	1545964.4	0	0	1.747e+09	8529.5607	16734.781	11/30/2021 11:27	4123.5282	1149334.7	1535556.6	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	173.93363	75804.554	110954.99	976.48718	97.718474	1897.5822	.82683016	.82683016	1.0916204	1.4106992	1.2133396	1.6866708	.60981444	.60981444
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_H04	15	32	.91442606	.08557394	0	1	1	AW113	k1	4564	17375.012	539	0	.00065113	.99934882	5	120	3	4	4																																	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8				-692.51282	205.71847	6471.474							-.43422903	-.56434541
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_H05	15	32	.38761062	.61238938	1	0	0	AW121	k1	5850	15531.885	389	0	.00120259	.99879742	5	121	3	4	4	4185.3234	1073699.3	0	0	1.720e+09	8400.3313	18918.275	4213.3374	1471914.1	0	0	1.697e+09	8284.0971	16368.42	4299.4428	1102230.8	0	0	1.755e+09	8569.849	19003.34	4213.5255	1492131.3	0	0	1.708e+09	8337.8227	16371.31	11/30/2021 11:28	4185.3234	1073699.3	1471914.1	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	235.72885	-26267.849	10313.941	593.48718	55.718474	4628.3474	.98423496	.98423496	.88714656	-.41929575	.98423496	-.03133798	.39254375	.43422903
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_A07	15	29	.93667354	.06332646	1	0		AW123	k1	8638	15016.645	412	0	.00013484	.99986517	7	122	4	4	4	4681.4544	1309338.4	0	0	2.184e+09	10663.197	21114.711	4449.1197	1781095	0	0	2.090e+09	10204.128	18141.413	4621.2523	1304702.8	0	0	2.222e+09	10848.554	21424.569	4454.0107	1769042.4	0	0	2.085e+09	10181.122	18207.567	11/30/2021 11:28	4681.4544	1309338.4	1781095		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	731.44237	-2881.9796	22447.729	2737.5217	101.95664	4679.2225	2.6382573	2.6382573	2.2414027	-.11514104	2.6382573	.13619558	2.2750861	2.0730466
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_A09	15	29	.15789474	.84210526	1	0	0	AW134	k1	6899	13123.346	399	0	.00039405	.99960595	7	123	4	4	3	4602.144	1263909.3	0	0	1.945e+09	9497.2036	19461.98	4399.3536	1651536.9	0	0	1.817e+09	8872.9342	16719.273	4522.7488	1270518.8	0	0	1.932e+09	9435.0647	19367.611	4374.4702	1661226.8	0	0	1.829e+09	8932.3474	16721.88	11/30/2021 11:28	4602.144	1263909.3	1651536.9	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	652.13195	-14380.736	-59625.082	998.52174	88.956642	2785.9238	2.2414027	2.2414027	1.7804643	-.30767015	1.6057296	-.71436744	1.1834238	.63302463
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_A10	15	29	1	0				AW142	k1	3962	10437.206	355	0	.00478231	.99521768	7	124	4	2	3	3937.2455	914921.88	0	0	1.267e+09	6186.5216	15517.171	3769.7185	1153910.5	0	0	1.266e+09	6183.6081	14351.856	3945.6984	923146.36	0	0	1.271e+09	6208.2315	15506.452	3775.9135	1160340.6	0	0	1.287e+09	6284.15	14463.365	11/30/2021 11:28	3937.2455	914921.88	1153910.5		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-12.766526	-78913.466	-159158.67	-1938.4783	44.956642	99.783982	.13619558	.13619558	-.66143508	-1.2581616	-1.3563117	-1.8931845	-.75477886	-1.3545138
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1500_W_B08	15	29	.28065844	.71934156	1	0	0	AW129	k1	6343	16005.335	548	0	.00034688	.9996531	7	125	4	4	4	4082.7689	1056502.7	0	0	1.555e+09	7591.1906	17517.519	4004.0812	1434559.9	0	0	1.552e+09	7576.7448	15742.387	4093.6982	1063112.2	0	0	1.547e+09	7553.9454	17435.938	4009.8022	1445864.9	0	0	1.575e+09	7690.8859	15831.896	11/30/2021 11:28	4082.7689	1056502.7	1434559.9	1	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	132.75685	410.00747	34361.947	442.52174	237.95664	5667.9128	.68766039	.68766039	.68766039	-.03133798	.82683016	.35178434	.72957689	.25137174
